,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max
100,934,1182,5163,3,18,0,228,1.3896377422072452,1878,0,945,783,748,281,46,20,19,20,6,11,1878,0,945,783,748,281,46,20,19,20,6,374,2304,1098,744,340,0,1564,0,363,99,0.0,0,2001-09-21 08:31:11,1001061071,3,11
101,1409,1443,7475,4,17,0,700,1.4711464870656663,2691,19,1496,1021,591,195,173,157,113,30,18,12,2691,19,1496,1021,591,195,173,157,113,30,18,319,3282,1422,810,881,0,2448,0,431,140,0.0,0,2001-09-21 08:36:11,1001061371,4,11
102,958,990,4971,3,16,0,462,1.2453703703703705,2004,3,972,710,524,163,63,65,9,8,3,12,2004,3,972,710,524,163,63,65,9,8,3,145,2133,1336,460,419,5,1675,0,403,108,0.0010058338362502514,1,2001-09-21 08:41:11,1001061671,3,13
103,1072,1036,5833,12,14,0,286,1.3342574257425743,2103,5,1181,802,474,234,103,84,16,35,7,12,2103,5,1181,802,474,234,103,84,16,35,7,318,2383,1413,650,743,4,1991,0,361,53,0.0006857534716269503,1,2001-09-21 08:46:11,1001061971,8,11
104,1004,963,4359,5,18,0,437,1.4732098147220831,1566,1,871,668,450,145,148,60,53,27,4,14,1566,1,871,668,450,145,148,60,53,27,4,181,2164,838,374,242,5,1683,0,319,94,0.0011452130096197893,1,2001-09-21 08:51:11,1001062271,5,10
105,763,713,3944,3,14,0,190,1.232138042599083,1615,0,760,591,542,111,31,24,24,8,3,9,1615,0,760,591,542,111,31,24,24,8,3,259,1765,1020,475,218,3,1364,0,303,98,0.0007606490872210952,1,2001-09-21 08:56:11,1001062571,3,11
106,2114,1299,8534,5,20,0,335,2.2073109664496746,1678,14,953,1403,912,417,154,53,113,88,46,18,1678,14,953,1403,912,417,154,53,113,88,46,227,3812,1036,581,2454,41,2610,4,411,107,0.004793079261164368,1,2001-09-21 09:01:11,1001062871,3,11
107,960,1191,5675,5,13,0,415,1.393843725335438,2097,5,1055,1001,407,183,187,64,9,8,10,12,2097,5,1055,1001,407,183,187,64,9,8,10,295,2408,1254,696,463,1,1728,0,224,85,0.0001762114537444934,1,2001-09-21 09:06:11,1001063171,5,11
108,1293,1619,6381,2,18,0,241,1.6932494473728958,1702,19,1320,1617,606,226,172,101,27,35,38,16,1702,19,1320,1617,606,226,172,101,27,35,38,215,3854,1106,465,467,5,2131,4,282,81,0.0007835762419683435,1,2001-09-21 09:11:11,1001063471,2,10
109,1298,1318,6677,10,25,0,430,1.99320882852292,1884,98,1252,742,462,272,160,43,124,119,75,15,1884,98,1252,742,462,272,160,43,124,119,75,208,2775,1108,780,1259,3,2663,0,258,136,0.0004493035794518496,1,2001-09-21 09:16:11,1001063771,5,12
110,955,1397,7873,5,18,0,318,1.2542848699763594,2902,21,1719,1037,640,191,56,84,32,48,17,14,2902,21,1719,1037,640,191,56,84,32,48,17,516,3182,1819,933,906,2,2218,10,329,233,0.00025403277022735933,1,2001-09-21 09:21:11,1001064071,4,12
111,1063,1051,5296,5,16,0,259,1.2877358490566038,2031,7,1373,907,447,134,66,42,4,36,3,22,2031,7,1373,907,447,134,66,42,4,36,3,291,2607,1325,606,157,0,1803,0,327,161,0.0,0,2001-09-21 09:26:11,1001064371,3,10
112,1085,947,5582,8,17,0,266,1.21622627465575,2385,14,1191,984,415,148,117,66,20,27,7,10,2385,14,1191,984,415,148,117,66,20,27,7,354,2557,1533,664,190,1,1493,0,253,71,0.00017914725904693654,1,2001-09-21 09:31:11,1001064671,6,10
113,594,790,4491,8,19,0,272,1.2117909338617785,1890,8,955,534,264,176,118,57,7,7,1,18,1890,8,955,534,264,176,118,57,7,7,1,231,1845,1331,358,365,2,1469,0,228,72,0.0004453351146737921,1,2001-09-21 09:36:11,1001064971,5,11
114,1487,892,6089,3,20,0,327,1.5526620370370368,1710,2,1473,801,605,222,154,122,58,23,3,18,1710,2,1473,801,605,222,154,122,58,23,3,250,3108,987,512,739,2,1727,0,324,64,0.00032846115946789294,1,2001-09-21 09:41:11,1001065271,3,11
115,931,731,3784,10,21,0,207,1.5565904600620943,1218,4,915,636,349,158,100,94,22,38,6,11,1218,4,915,636,349,158,100,94,22,38,6,177,1909,728,522,168,1,1444,0,296,68,0.0002642706131078224,1,2001-09-21 09:46:11,1001065571,6,10
116,948,1141,4944,4,19,0,234,1.7845814977973569,1530,8,1124,643,550,249,135,116,43,95,6,15,1530,8,1124,643,550,249,135,116,43,95,6,233,2547,926,600,307,5,1947,17,297,86,0.001011326860841424,1,2001-09-21 09:51:11,1001065871,4,11
117,855,1008,5767,3,20,0,223,1.6891957364341086,1469,5,884,743,399,223,169,128,77,15,4,15,1469,5,884,743,399,223,169,128,77,15,4,176,2213,904,612,1527,7,2160,0,203,78,0.0012138026703658747,1,2001-09-21 09:56:11,1001066171,3,11
118,1664,1450,11776,4,18,0,335,1.1064997018485392,4140,3,1816,1134,608,453,119,47,15,23,3,15,4140,3,1816,1134,608,453,119,47,15,23,3,305,3274,2797,1674,2378,13,2955,0,249,97,0.0011038464804279528,1,2001-09-21 10:01:11,1001066471,4,11
119,2676,3143,114434,3,19,0,98890,0.18414592297336527,106627,10,1590,2277,1363,423,384,483,198,158,74,21,106627,10,1590,2277,1363,423,384,483,198,158,74,321,5778,7227,1433,702,1580,37304,79,3044,230,0.013805396337201174,2,2001-09-21 10:06:11,1001066771,3,11
120,1201,1282,5456,12,17,0,323,1.6951195800116663,1915,4,1011,918,558,313,128,99,81,37,45,14,1915,4,1011,918,558,313,128,99,81,37,45,239,2523,1235,823,255,1,2002,0,298,111,0.00018328445747800584,1,2001-09-21 10:11:11,1001067071,4,13
121,1167,916,4812,4,21,0,315,1.5838731293276749,1652,12,967,874,405,294,90,72,33,38,10,12,1652,12,967,874,405,294,90,72,33,38,10,152,2406,1077,527,310,4,1885,0,273,61,0.0008312551953449709,1,2001-09-21 10:16:11,1001067371,4,9
122,1080,1029,63596,3,27,0,56145,0.11678347123127306,60568,26,832,720,451,242,137,84,52,51,15,18,60568,26,832,720,451,242,137,84,52,51,15,203,2184,4070,609,358,845,20730,59,1776,141,0.013285327966794542,2,2001-09-21 10:21:11,1001067671,3,12
123,998,889,53536,2,17,0,46628,0.122869837460865,50744,3,1100,730,308,164,87,48,18,30,14,15,50744,3,1100,730,308,164,87,48,18,30,14,194,2180,3848,491,172,791,18160,20,1417,93,0.01477372480902486,1,2001-09-21 10:26:11,1001067971,2,11
124,1388,881,5156,4,16,0,238,1.3445917944467467,1797,1,1343,839,492,176,70,15,30,33,3,15,1797,1,1343,839,492,176,70,15,30,33,3,180,2741,1260,407,320,18,1850,0,310,183,0.003491078355314197,1,2001-09-21 10:31:11,1001068271,3,10
125,1936,1543,6639,5,18,0,303,2.134548335974644,1690,158,1866,949,592,437,123,69,59,284,30,15,1690,158,1866,949,592,437,123,69,59,284,30,233,4008,1040,726,200,12,2865,0,236,152,0.001807501129688206,2,2001-09-21 10:36:11,1001068571,5,11
126,1173,1771,6534,5,14,0,381,1.835897435897436,2305,4,1445,787,511,249,96,109,39,429,59,12,2305,4,1445,787,511,249,96,109,39,429,59,263,3361,1575,465,476,3,2198,0,334,189,0.0004591368227731864,1,2001-09-21 10:41:11,1001068871,5,12
127,1461,1145,6053,4,15,0,239,1.382161114049004,2067,2,1505,1005,585,335,84,23,11,18,6,12,2067,2,1505,1005,585,335,84,23,11,18,6,257,3258,1442,477,349,4,2003,0,231,155,0.0006608293408227325,1,2001-09-21 10:46:11,1001069171,3,11
128,2388,3164,20796,9,18,0,993,1.070214928841127,6823,35,3551,1831,522,401,255,146,40,43,87,12,6823,35,3551,1831,522,401,255,146,40,43,87,274,6309,5396,800,6942,21,3291,20,319,115,0.001009809578765147,1,2001-09-21 10:51:11,1001069471,7,10
129,1034,976,4275,2,13,0,231,1.362052037309769,1358,0,1089,930,390,189,74,22,5,16,1,9,1358,0,1089,930,390,189,74,22,5,16,1,130,2448,900,365,133,1,1662,2,302,102,0.0002339181286549708,1,2001-09-21 10:56:11,1001069771,2,9
130,1373,837,110140,3,18,0,100156,0.07789171041497966,107139,48,776,947,413,179,56,60,61,82,15,15,107139,48,776,947,413,179,56,60,61,82,15,125,2188,6772,668,202,1544,36291,81,2881,101,0.01401674020008352,2,2001-09-21 11:01:11,1001070071,3,10
131,1242,1151,5059,4,15,0,476,1.6100394109105995,1740,5,1141,889,422,225,144,72,62,82,27,13,1740,5,1141,889,422,225,144,72,62,82,27,160,2682,1031,472,174,3,1911,0,215,103,0.0005930025696778018,1,2001-09-21 11:06:11,1001070371,4,11
132,1280,1295,5704,6,15,0,293,1.4093122930060389,1761,2,1306,1156,429,266,132,41,7,17,11,11,1761,2,1306,1156,429,266,132,41,7,17,11,246,2931,1100,563,543,6,2177,0,300,117,0.0010518934081346423,1,2001-09-21 11:11:11,1001070671,6,10
133,1515,2497,9359,3,17,0,430,1.5759301902799656,3121,0,1365,1145,1660,688,150,47,26,39,10,9,3121,0,1365,1145,1660,688,150,47,26,39,10,272,4724,2296,529,1052,4,2048,0,489,168,0.0004273960893257827,1,2001-09-21 11:16:11,1001070971,3,10
134,1894,1752,8145,3,15,0,375,1.679328378750344,2267,1,1719,1289,833,757,243,56,23,54,20,11,2267,1,1719,1289,833,757,243,56,23,54,20,159,3552,1463,1717,398,2,2452,1,235,90,0.00024554941682013506,1,2001-09-21 11:21:11,1001071271,3,11
135,1505,1574,112045,3,18,0,100332,0.09230893260238633,107602,3,1614,889,517,410,248,171,58,96,28,10,107602,3,1614,889,517,410,248,171,58,96,28,197,3501,6998,608,357,1546,35230,76,2784,79,0.01379642685038105,2,2001-09-21 11:26:11,1001071571,3,10
136,882,1330,5167,3,15,0,325,1.5292806484295849,1933,9,913,967,538,275,107,100,42,34,1,12,1933,9,913,967,538,275,107,100,42,34,1,225,2326,1242,817,196,1,2059,0,301,126,0.00019353590090961874,1,2001-09-21 11:31:11,1001071871,3,11
137,769,699,4053,4,15,0,238,1.3021459227467809,1296,3,1044,590,270,137,60,60,11,19,3,12,1296,3,1044,590,270,137,60,60,11,19,3,148,1875,842,392,528,22,1492,0,245,159,0.00542406311637081,1,2001-09-21 11:36:11,1001072171,4,9
138,1104,1382,5709,3,14,0,321,1.4259154929577464,2109,2,1193,902,405,383,226,70,11,17,6,12,2109,2,1193,902,405,383,226,70,11,17,6,333,2768,1299,604,222,9,2063,1,319,156,0.0015764582238570678,1,2001-09-21 11:41:11,1001072471,3,10
139,877,1228,5212,3,14,0,312,1.2943197897715788,1950,3,1318,792,458,246,80,40,31,11,15,11,1950,3,1318,792,458,246,80,40,31,11,15,241,2420,1234,740,229,0,1622,0,259,125,0.0,0,2001-09-21 11:46:11,1001072771,3,11
140,967,850,4343,5,16,0,307,1.234333089490368,1703,0,1095,630,303,158,160,23,8,19,1,11,1703,0,1095,630,303,158,160,23,8,19,1,250,1956,1027,561,177,7,1750,1,321,203,0.0016117890858853329,1,2001-09-21 11:51:11,1001073071,3,16
141,1040,1092,4813,5,14,0,418,1.425174520069808,1812,4,1247,640,354,131,187,100,40,65,1,14,1812,4,1247,640,354,131,187,100,40,65,1,197,2269,1101,599,198,7,2179,0,312,144,0.0014543943486391025,1,2001-09-21 11:56:11,1001073371,5,10
142,1500,7718,13141,5,18,0,664,2.305606361829026,2425,4,1408,3738,2680,1278,379,212,94,255,66,13,2425,4,1408,3738,2680,1278,379,212,94,255,66,295,9813,1380,423,553,41,4641,6,577,528,0.003119056675542031,1,2001-09-21 12:01:11,1001073671,5,11
143,1077,10214,14796,3,15,0,226,2.140119498688429,1583,13,1304,6652,3102,621,200,87,86,41,11,13,1583,13,1304,6652,3102,621,200,87,86,41,11,247,11682,948,621,935,46,3748,1,619,250,0.00310789811499223,1,2001-09-21 12:06:11,1001073971,3,11
144,746,4369,9367,2,15,0,425,1.7542961608775136,2212,6,1109,2968,1022,541,167,88,47,40,4,11,2212,6,1109,2968,1022,541,167,88,47,40,4,327,5619,1294,540,1061,76,3171,4,363,134,0.008112724167378309,2,2001-09-21 12:11:11,1001074271,2,9
145,835,614,5223,4,14,0,341,1.2271186440677966,1810,0,707,667,278,194,94,48,15,17,0,12,1810,0,707,667,278,194,94,48,15,17,0,161,1799,1236,298,1368,53,1796,2,377,111,0.010147424851617844,1,2001-09-21 12:16:11,1001074571,4,10
146,509,647,3621,3,15,0,241,1.1305770374776918,1589,3,750,488,314,92,69,30,13,11,1,11,1589,3,750,488,314,92,69,30,13,11,1,147,1544,1140,290,245,4,1671,4,217,87,0.0011046672190002762,1,2001-09-21 12:21:11,1001074871,3,11
147,1022,1184,5751,3,16,0,346,1.2712921457805495,2225,2,1131,754,587,229,134,29,15,12,4,13,2225,2,1131,754,587,229,134,29,15,12,4,266,2291,1452,776,441,1,2116,25,401,232,0.00017388280299078418,1,2001-09-21 12:26:11,1001075171,3,11
148,955,981,5214,4,17,0,275,1.217170692104729,2033,3,1224,976,382,154,86,22,12,13,4,15,2033,3,1224,976,382,154,86,22,12,13,4,192,2451,1438,571,214,0,2006,13,301,164,0.0,0,2001-09-21 12:31:11,1001075471,4,10
149,766,728,4498,3,16,0,237,1.0187717265353418,1797,0,1322,765,269,111,27,14,6,4,0,8,1797,0,1322,765,269,111,27,14,6,4,0,212,2278,1248,340,174,1,1703,8,212,117,0.0002218278615794144,1,2001-09-21 12:36:11,1001075771,3,11
150,855,852,5127,3,17,0,260,1.2585434833843978,1853,2,822,874,344,189,50,66,32,7,4,10,1853,2,822,874,344,189,50,66,32,7,4,171,2128,1344,340,849,2,1823,23,338,102,0.0003891807744697412,1,2001-09-21 12:41:11,1001076071,3,10
151,1290,1117,5525,3,15,0,230,1.3767055566541428,1744,0,1227,1263,495,110,131,47,15,9,5,12,1744,0,1227,1263,495,110,131,47,15,9,5,194,2762,1232,639,430,0,1778,3,460,151,0.0,0,2001-09-21 12:46:11,1001076371,3,12
152,1242,1621,8464,3,15,0,289,1.26309460181721,3386,9,1834,945,535,379,197,76,47,23,17,13,3386,9,1834,945,535,379,197,76,47,23,17,375,3439,2429,952,652,9,2375,2,388,179,0.0010633270321361056,1,2001-09-21 12:51:11,1001076671,3,9
153,844,902,4543,4,13,0,299,1.2424605074198178,1847,1,881,706,406,148,124,41,5,10,3,13,1847,1,881,706,406,148,124,41,5,10,3,203,1940,1134,602,325,0,1855,4,346,200,0.0,0,2001-09-21 12:56:11,1001076971,4,10
154,955,820,3900,3,15,0,203,1.6554381958321438,1210,27,875,602,341,122,135,119,57,5,1,12,1210,27,875,602,341,122,135,119,57,5,1,148,2003,764,385,335,8,1617,0,380,110,0.002051282051282052,1,2001-09-21 13:01:11,1001077271,3,10
155,1640,884,6085,4,14,0,234,1.3143011527377522,1973,6,1675,1016,474,175,83,105,32,2,2,13,1973,6,1675,1016,474,175,83,105,32,2,2,253,3224,1361,480,466,3,2133,2,327,342,0.0004930156121610516,1,2001-09-21 13:06:11,1001077571,4,10
156,1414,1243,5698,3,16,0,282,1.3368536052439912,1902,10,1612,1108,448,198,115,57,15,11,5,13,1902,10,1612,1108,448,198,115,57,15,11,5,238,3035,1197,740,148,0,2193,0,404,302,0.0,0,2001-09-21 13:11:11,1001077871,3,10
157,1015,837,4719,4,13,0,232,1.3861723902660903,1837,5,934,830,304,211,134,48,28,55,10,11,1837,5,934,830,304,211,134,48,28,55,10,279,2214,1160,512,287,1,2023,0,334,180,0.00021190930281839369,1,2001-09-21 13:16:11,1001078171,4,10
158,1641,1526,6734,6,18,0,296,1.5690298507462686,2381,0,1448,1168,540,415,253,73,40,77,13,13,2381,0,1448,1168,540,415,253,73,40,77,13,411,3327,1449,949,273,2,2062,0,316,126,0.000296868042155262,1,2001-09-21 13:21:11,1001078471,4,11
159,1194,1580,5349,11,15,0,308,1.7888713496448303,1571,0,953,1372,460,159,284,104,40,99,25,12,1571,0,953,1372,460,159,284,104,40,99,25,240,3130,919,471,268,14,1531,0,424,78,0.002617311647036829,1,2001-09-21 13:26:11,1001078771,5,11
160,2529,2653,10458,8,18,0,600,1.4244662551856724,3434,6,2529,1860,1322,291,169,179,63,17,5,16,3434,6,2529,1860,1322,291,169,179,63,17,5,672,5804,1611,1196,545,1,1979,0,458,538,9.56205775482884e-05,1,2001-09-21 13:31:11,1001079071,6,11
161,1081,1108,11516,5,19,0,486,1.5209089173190755,2121,52,1149,898,447,222,115,121,31,37,14,12,2121,52,1149,898,447,222,115,121,31,37,14,270,2638,1287,556,6257,121,3884,1,396,183,0.010507120527961098,1,2001-09-21 13:36:11,1001079371,5,10
162,1558,1544,210670,4,22,0,17650,0.2842367037811564,30640,3,2119,1283,704,287,141,129,48,22,9,11,30640,3,2119,1283,704,287,141,129,48,22,9,1545,4312,11248,631,175256,3292,55101,118,4544,113,0.015626038334108625,3,2001-09-21 13:41:11,1001079671,4,11
163,1073,1100,5119,3,13,0,262,1.4384787472035794,2003,2,1018,931,289,327,180,102,47,9,8,13,2003,2,1018,931,289,327,180,102,47,9,8,194,2603,1438,420,188,1,1890,17,235,182,0.0001953506544246923,1,2001-09-21 13:46:11,1001079971,3,9
164,1338,837,6047,3,16,0,230,1.3149213655542769,1923,0,1445,1060,329,175,161,88,18,6,4,14,1923,0,1445,1060,329,175,161,88,18,6,4,299,3017,1305,363,796,0,2192,0,315,133,0.0,0,2001-09-21 13:51:11,1001080271,3,11
165,1145,1492,5916,9,14,0,273,1.805664410402565,1778,1,1147,1096,449,472,537,92,28,11,1,12,1778,1,1147,1096,449,472,537,92,28,11,1,253,3268,1132,688,270,0,2207,0,377,158,0.0,0,2001-09-21 13:56:11,1001080571,4,11
166,1828,1296,7277,6,18,0,464,1.5136152954808806,2530,10,1419,1531,720,292,211,49,59,54,6,15,2530,10,1419,1531,720,292,211,49,59,54,6,317,3885,1592,646,348,9,2611,2,379,161,0.0012367733956300676,1,2001-09-21 14:01:11,1001080871,6,11
167,2492,2329,10431,3,16,0,532,1.406695082648924,3347,0,2294,2147,1086,255,397,28,34,5,26,9,3347,0,2294,2147,1086,255,397,28,34,5,26,561,5234,1941,1351,759,9,2525,2,366,340,0.0008624820316243412,1,2001-09-21 14:06:11,1001081171,3,11
168,1757,1231,6556,3,20,0,335,1.4517412935323384,2160,23,1550,1183,586,213,156,79,22,12,25,17,2160,23,1550,1183,586,213,156,79,22,12,25,236,3295,1468,696,479,6,2537,0,223,203,0.0009150526155253928,1,2001-09-21 14:11:11,1001081471,3,10
169,1654,1396,7241,9,17,0,422,1.4648229752317277,2507,5,1561,1206,620,188,257,126,60,16,12,15,2507,5,1561,1206,620,188,257,126,60,16,12,339,3384,1527,909,649,0,2423,2,343,208,0.0,0,2001-09-21 14:16:11,1001081771,4,10
170,1288,2056,8213,4,26,0,472,1.6443602143510652,3248,2,1412,980,659,442,459,188,218,18,1,22,3248,2,1412,980,659,442,459,188,218,18,1,438,3669,2149,923,446,0,2271,14,339,298,0.0,0,2001-09-21 14:21:11,1001082071,4,10
171,2215,1643,9656,3,22,0,339,1.7524521251751517,2545,0,2514,1095,1044,425,496,258,141,24,3,17,2545,0,2514,1095,1044,425,496,258,141,24,3,359,5351,1679,836,953,3,2706,13,266,220,0.0003106876553438277,1,2001-09-21 14:26:11,1001082371,2,10
172,1360,2322,7399,5,17,0,514,1.8774579652322598,2273,1,1583,1071,791,274,526,256,188,40,1,13,2273,1,1583,1071,791,274,526,256,188,40,1,249,4091,1363,801,331,10,2221,0,330,147,0.001349345567399811,1,2001-09-21 14:31:11,1001082671,5,12
173,1244,1553,6935,3,18,0,439,1.5944983818770226,2478,3,1205,876,775,332,192,116,104,81,13,15,2478,3,1205,876,775,332,192,116,104,81,13,331,2815,1450,1145,676,11,2389,5,298,215,0.0015861571737563085,1,2001-09-21 14:36:11,1001082971,3,10
174,1338,937,4535,5,16,0,234,1.64586191129401,1461,1,1058,760,473,300,184,55,29,14,13,13,1461,1,1058,760,473,300,184,55,29,14,13,284,2592,835,429,153,4,1834,0,173,98,0.0008814455707360071,1,2001-09-21 14:41:11,1001083271,5,11
175,1018,939,5579,5,16,0,361,1.3258338267219263,2192,1,1092,820,391,303,143,78,24,3,5,13,2192,1,1092,820,391,303,143,78,24,3,5,262,2498,1469,477,497,3,1928,0,314,122,0.0005377307761247536,1,2001-09-21 14:46:11,1001083571,3,10
176,727,1254,4342,3,15,0,251,1.6695018226002432,1517,1,797,672,364,422,229,71,18,8,4,13,1517,1,797,672,364,422,229,71,18,8,4,305,2112,863,584,208,4,1897,0,287,240,0.0009203865623561896,1,2001-09-21 14:51:11,1001083871,3,10
177,600,1053,3562,5,17,0,230,1.6763076923076925,1095,2,714,555,282,341,200,40,16,3,2,10,1095,2,714,555,282,341,200,40,16,3,2,268,1806,533,413,288,13,1569,0,244,71,0.0036496350364963507,1,2001-09-21 14:56:11,1001084171,5,10
178,522,591,3448,4,14,0,249,1.2991343379288234,1492,1,542,489,226,144,152,36,17,13,5,12,1492,1,542,489,226,144,152,36,17,13,5,202,1322,933,413,298,27,1609,0,163,47,0.007828356045230501,1,2001-09-21 15:01:11,1001084471,4,10
179,1764,1506,7575,6,15,0,304,1.6469742705189019,2586,25,1319,1308,836,215,417,104,69,13,53,11,2586,25,1319,1308,836,215,417,104,69,13,53,454,3691,1579,929,431,9,2295,0,317,301,0.0011874917535294894,1,2001-09-21 15:06:11,1001084771,4,10
180,904,1333,5836,4,15,0,252,1.4043754410726887,2132,5,1640,845,400,227,242,100,27,16,17,13,2132,5,1640,845,400,227,242,100,27,16,17,459,2772,1152,1033,103,0,1994,9,298,163,0.0,0,2001-09-21 15:11:11,1001085071,4,10
181,970,891,4470,2,15,0,180,1.578298981284056,1562,35,1049,705,397,183,129,35,48,19,35,13,1562,35,1049,705,397,183,129,35,48,19,35,289,2271,981,500,239,11,1935,16,420,152,0.0024608501118568234,1,2001-09-21 15:16:11,1001085371,2,10
182,804,1047,5464,4,15,0,380,1.17568093385214,2278,3,1283,761,406,180,139,61,25,2,2,10,2278,3,1283,761,406,180,139,61,25,2,2,298,2410,1443,609,243,0,1812,0,395,226,0.0,0,2001-09-21 15:21:11,1001085671,4,10
183,625,614,3065,4,14,0,186,1.5249658002735975,1118,12,685,484,305,116,80,59,22,9,24,12,1118,12,685,484,305,116,80,59,22,9,24,198,1517,664,359,138,1,1533,0,181,99,0.00032626427406199016,1,2001-09-21 15:26:11,1001085971,4,10
184,788,1055,4938,3,14,0,292,1.5106473594548553,1663,4,1176,828,474,152,275,91,5,18,9,11,1663,4,1176,828,474,152,275,91,5,18,9,213,2675,1078,438,231,2,1887,0,274,208,0.0004046944556859571,1,2001-09-21 15:31:11,1001086271,3,8
185,3535,1057,8268,6,15,0,195,1.5474434304288036,2033,3,2571,1627,1167,268,155,107,37,19,6,13,2033,3,2571,1627,1167,268,155,107,37,19,6,150,5630,1458,566,263,1,2141,6,207,605,0.00012094823415578132,1,2001-09-21 15:36:11,1001086571,6,11
186,707,851,3710,4,15,0,207,1.6349027347053848,1201,2,743,673,450,268,90,52,53,8,3,11,1201,2,743,673,450,268,90,52,53,8,3,190,2108,741,301,151,0,1899,2,220,65,0.0,0,2001-09-21 15:41:11,1001086871,4,12
187,1031,773,4010,6,13,0,293,1.34720041862899,1435,0,930,718,459,137,63,46,16,7,11,9,1435,0,930,718,459,137,63,46,16,7,11,198,2106,856,369,177,7,1814,11,400,173,0.0017456359102244392,1,2001-09-21 15:46:11,1001087171,6,9
188,591,1930,5690,4,16,0,134,1.4229537366548042,1774,3,1608,1274,433,284,154,49,17,23,1,10,1774,3,1608,1274,433,284,154,49,17,23,1,717,2415,650,1704,63,9,1425,37,206,135,0.0015817223198594025,1,2001-09-21 15:51:11,1001087471,4,10
189,1168,1104,5269,3,15,0,230,1.340904440351954,1823,7,1357,783,561,170,96,33,4,15,28,13,1823,7,1357,783,561,170,96,33,4,15,28,303,2489,1116,749,304,2,1905,12,291,118,0.0003795786676788764,1,2001-09-21 15:56:11,1001087771,3,10
190,1066,874,5338,3,12,0,247,1.250201126307321,2113,2,1302,689,464,184,22,128,44,14,10,10,2113,2,1302,689,464,184,22,128,44,14,10,284,2580,1377,484,335,1,1896,10,313,223,0.00018733608092918696,1,2001-09-21 16:01:11,1001088071,3,9
191,814,675,3295,3,15,0,188,1.535188739603327,1095,5,862,465,411,119,54,39,14,5,25,13,1095,5,862,465,411,119,54,39,14,5,25,171,1778,639,350,160,0,1302,0,245,76,0.0,0,2001-09-21 16:06:11,1001088371,3,9
192,2052,1840,7248,4,15,0,477,1.7732919254658386,2317,5,1614,934,1120,405,272,319,22,66,8,11,2317,5,1614,934,1120,405,272,319,22,66,8,237,3935,1453,982,159,0,2219,0,289,203,0.0,0,2001-09-21 16:11:11,1001088671,4,10
193,1038,917,4738,6,15,0,223,1.6223551057957681,1721,1,933,631,411,218,101,124,183,15,8,11,1721,1,933,631,411,218,101,124,183,15,8,211,2353,1165,396,377,1,2128,0,232,132,0.0002109259649862898,1,2001-09-21 16:16:11,1001088971,3,10
194,1118,1000,4761,7,16,0,338,1.5358178977906718,1693,2,938,865,425,205,177,82,41,44,8,11,1693,2,938,865,425,205,177,82,41,44,8,222,2333,1032,556,269,0,1800,4,285,94,0.0,0,2001-09-21 16:21:11,1001089271,7,11
195,1724,1342,7335,4,16,0,342,1.697681421258657,2431,0,1359,1110,708,266,295,361,28,84,0,8,2431,0,1359,1110,708,266,295,361,28,84,0,289,3780,1657,574,640,10,2852,0,319,153,0.00136332651670075,1,2001-09-21 16:26:11,1001089571,4,10
196,797,851,4275,2,13,0,233,1.2421080093921208,1612,0,671,1003,308,129,52,38,9,6,5,9,1612,0,671,1003,308,129,52,38,9,6,5,159,1964,1136,341,413,2,1612,12,271,87,0.0004678362573099416,1,2001-09-21 16:31:11,1001089871,2,12
197,1395,843,8004,3,16,0,441,1.0211653703939818,3796,3,2228,850,536,138,98,107,26,25,16,13,3796,3,2228,850,536,138,98,107,26,25,16,169,3632,3106,495,157,3,2218,0,332,179,0.0003748125937031484,1,2001-09-21 16:36:11,1001090171,3,10
198,1050,1259,5523,4,13,0,249,1.5063458988444782,1865,4,1380,914,531,208,167,129,35,5,33,11,1865,4,1380,914,531,208,167,129,35,5,33,291,2783,1193,763,201,7,2112,0,303,114,0.0012674271229404304,1,2001-09-21 16:41:11,1001090471,4,10
199,1538,619,5280,4,16,0,281,1.3551307847082494,1925,6,1191,975,439,219,90,70,20,16,8,12,1925,6,1191,975,439,219,90,70,20,16,8,235,2717,1332,405,274,0,1813,26,342,201,0.0,0,2001-09-21 16:46:11,1001090771,4,9
200,1182,937,4283,6,15,0,194,1.8549581839904417,1349,15,796,855,385,407,147,125,51,26,24,14,1349,15,796,855,385,407,147,125,51,26,24,270,2377,788,556,90,3,1773,14,231,90,0.0007004436142890497,1,2001-09-21 16:51:11,1001091071,6,10
