;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_22_;edit_distance_dict_23_;edit_distance_dict_24_;edit_distance_dict_25_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_22_;edit_distance_unique_dict_23_;edit_distance_unique_dict_24_;edit_distance_unique_dict_25_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
177;1407;2047;7447;2;15;0;460;1.5505281187553526;1957;1;2;3;0;0;0;0;0;0;0;2643;0;0;0;0;0;0;1055;483;194;333;215;100;18;2;12;1957;1;2;3;0;0;0;0;0;0;0;2643;0;0;0;0;0;0;1055;483;194;333;215;100;18;2;317;4590;1107;532;394;2;2077;2;449;105;0.000268564522626561;1;2001-09-20 14:54:35;1000997675;2;12
178;1008;839;4530;2;14;0;222;1.285292111843601;1696;0;0;35;0;0;0;0;0;0;0;1332;0;0;0;0;0;0;669;364;117;134;36;12;2;2;12;1696;0;0;35;0;0;0;0;0;0;0;1332;0;0;0;0;0;0;669;364;117;134;36;12;2;2;314;2317;1049;497;118;6;1564;0;413;211;0.0013245033112582781;1;2001-09-20 14:59:35;1000997975;2;9
179;988;1115;6972;8;14;0;468;0.973322554567502;3061;0;2;2;0;0;0;0;0;0;0;1491;0;0;0;0;0;0;938;403;100;154;18;11;2;3;12;3061;0;2;2;0;0;0;0;0;0;0;1491;0;0;0;0;0;0;938;403;100;154;18;11;2;3;550;2732;1754;681;770;5;1573;0;375;127;0.000717154331612163;1;2001-09-20 15:04:35;1000998275;8;11
180;1647;2047;9387;3;16;0;333;1.8260661236224245;2122;14;6;4;83;2;0;0;0;0;0;2543;0;0;0;0;0;0;1579;727;688;358;127;73;12;10;14;2122;14;6;4;83;2;0;0;0;0;0;2543;0;0;0;0;0;0;1579;727;688;358;127;73;12;10;298;5849;1386;482;856;44;2691;7;359;295;0.004687333546393949;1;2001-09-20 15:09:35;1000998575;3;10
181;1207;1403;8216;4;15;0;672;1.3508959614870286;2762;0;2;0;0;0;0;0;0;0;0;2755;0;0;0;0;0;0;672;363;288;269;220;102;44;1;11;2762;0;2;0;0;0;0;0;0;0;0;2755;0;0;0;0;0;0;672;363;288;269;220;102;44;1;327;4196;1559;724;658;7;2227;10;372;112;0.0008519961051606621;1;2001-09-20 15:14:35;1000998875;4;8
182;918;1124;5496;2;16;0;334;1.3815533980582524;1965;5;4;0;0;0;0;0;0;0;0;1474;0;0;0;0;0;0;662;486;213;186;116;27;10;2;11;1965;5;4;0;0;0;0;0;0;0;0;1474;0;0;0;0;0;0;662;486;213;186;116;27;10;2;343;2841;1156;476;299;3;1739;0;340;61;0.0005458515283842794;1;2001-09-20 15:19:35;1000999175;2;11
183;759;845;4371;2;16;0;208;1.3994267847837416;1463;3;2;0;0;0;0;0;0;0;0;1074;0;0;0;0;0;0;516;354;140;176;84;7;13;6;11;1463;3;2;0;0;0;0;0;0;0;0;1074;0;0;0;0;0;0;516;354;140;176;84;7;13;6;208;2021;972;429;311;7;1552;0;340;117;0.001601464195836193;1;2001-09-20 15:24:35;1000999475;2;12
184;1375;740;4797;4;15;0;207;1.621131741821397;1656;1;8;1;1;0;0;0;0;0;0;1152;0;0;0;0;0;0;733;350;172;128;164;37;117;4;13;1656;1;8;1;1;0;0;0;0;0;0;1152;0;0;0;0;0;0;733;350;172;128;164;37;117;4;251;2506;1078;482;241;11;2131;0;365;208;0.002293099854075464;1;2001-09-20 15:29:35;1000999775;4;11
185;639;799;3431;4;14;0;122;1.4440656956925937;1208;2;0;1;0;0;0;0;0;0;0;837;0;0;0;0;0;0;589;276;101;61;49;42;61;0;12;1208;2;0;1;0;0;0;0;0;0;0;837;0;0;0;0;0;0;589;276;101;61;49;42;61;0;172;1693;843;397;185;2;1607;0;238;89;0.0005829204313611193;1;2001-09-20 15:34:35;1001000075;4;10
186;1297;1236;5407;5;12;0;203;1.4753311576118258;1875;0;0;0;0;0;0;0;0;0;0;1201;0;0;0;0;0;0;835;676;392;172;49;8;1;0;8;1875;0;0;0;0;0;0;0;0;0;0;1201;0;0;0;0;0;0;835;676;392;172;49;8;1;0;335;2782;1166;723;123;10;1779;0;389;162;0.0018494544109487702;1;2001-09-20 15:39:35;1001000375;3;9
187;901;805;5378;2;15;0;257;1.2129019372877972;1746;10;22;4;4;0;0;0;0;0;0;1886;0;0;0;0;0;0;665;414;175;38;28;9;2;4;13;1746;10;22;4;4;0;0;0;0;0;0;1886;0;0;0;0;0;0;665;414;175;38;28;9;2;4;176;2936;1222;416;329;10;1679;0;290;202;0.001859427296392711;1;2001-09-20 15:44:35;1001000675;2;10
188;708;7581;22154;3;14;0;356;1.5270126383037823;2170;0;5;0;0;0;0;0;0;0;0;9845;0;0;0;0;0;0;7297;1563;205;206;240;49;20;1;11;2170;0;5;0;0;0;0;0;0;0;0;9845;0;0;0;0;0;0;7297;1563;205;206;240;49;20;1;290;14837;1425;4693;501;357;7307;15;740;121;0.016114471427281753;1;2001-09-20 15:49:35;1001000975;3;10
189;2345;9273;27537;8;18;0;361;1.5894945199956014;2702;20;5;6;10;0;0;2;1;0;0;12295;0;0;0;0;0;0;9292;1679;264;199;759;40;7;0;17;2702;20;5;6;10;0;0;2;1;0;0;12295;0;0;0;0;0;0;9292;1679;264;199;759;40;7;0;282;18362;1882;6394;207;157;7775;46;890;150;0.005701005846254403;2;2001-09-20 15:54:35;1001001275;4;10
190;621;15370;41139;3;16;0;209;1.6312755990483898;1647;6;0;0;0;0;0;0;0;0;0;18483;0;0;0;0;0;0;15703;3913;508;339;138;23;9;4;10;1647;6;0;0;0;0;0;0;0;0;0;18483;0;0;0;0;0;0;15703;3913;508;339;138;23;9;4;210;28638;1125;10591;231;515;12806;9;1339;188;0.012517621894900589;1;2001-09-20 15:59:35;1001001575;3;10
191;888;1320;5000;5;18;0;251;1.5699438786115152;1836;6;1;4;8;1;0;0;0;0;0;1366;0;0;0;0;0;0;663;376;143;21;122;27;235;2;14;1836;6;1;4;8;1;0;0;0;0;0;1366;0;0;0;0;0;0;663;376;143;21;122;27;235;2;249;2624;1253;434;165;6;2361;0;370;355;0.0012;1;2001-09-20 16:04:35;1001001875;5;11
192;859;948;5764;5;14;0;298;1.3362688713156003;1937;17;3;1;0;1;0;0;0;0;0;2067;0;0;0;0;0;0;638;476;140;103;25;65;64;27;14;1937;17;3;1;0;1;0;0;0;0;0;2067;0;0;0;0;0;0;638;476;140;103;25;65;64;27;256;3298;1291;421;167;6;1645;0;238;92;0.001040943789035392;1;2001-09-20 16:09:35;1001002175;5;9
193;1170;919;4842;4;14;0;309;1.3091510474090409;1726;1;4;1;2;0;0;0;0;0;0;1264;0;0;0;0;0;0;682;459;225;100;60;8;3;0;13;1726;1;4;1;2;0;0;0;0;0;0;1264;0;0;0;0;0;0;682;459;225;100;60;8;3;0;220;2484;1088;434;295;0;1969;0;288;200;0.0;0;2001-09-20 16:14:35;1001002475;4;12
194;607;761;3287;3;13;0;195;1.6285991588482691;1215;16;4;1;0;0;0;0;0;0;0;760;0;0;0;0;0;0;467;220;138;59;7;70;121;13;12;1215;16;4;1;0;0;0;0;0;0;0;760;0;0;0;0;0;0;467;220;138;59;7;70;121;13;207;1631;737;321;182;25;1560;0;243;77;0.007605719501064801;1;2001-09-20 16:19:35;1001002775;3;12
195;663;591;3653;7;21;0;165;1.3443328550932567;1135;7;5;10;0;0;3;0;6;0;0;1283;0;0;0;0;0;0;594;252;73;34;20;22;39;2;17;1135;7;5;10;0;0;3;0;6;0;0;1283;0;0;0;0;0;0;594;252;73;34;20;22;39;2;185;2078;722;335;160;2;1581;0;218;59;0.0005474952094169176;1;2001-09-20 16:24:35;1001003075;5;9
196;935;1112;5636;3;15;0;244;1.2649069502468666;1991;4;0;0;0;0;0;0;0;0;0;1562;0;0;0;0;0;0;850;480;166;116;51;13;19;14;10;1991;4;0;0;0;0;0;0;0;0;0;1562;0;0;0;0;0;0;850;480;166;116;51;13;19;14;295;2607;1318;802;366;26;1833;0;278;150;0.0046132008516678496;1;2001-09-20 16:29:35;1001003375;3;9
197;1251;1469;5515;6;15;0;210;1.4510022271714922;1725;2;5;2;2;1;0;0;0;0;0;1717;0;0;0;0;0;0;888;438;329;165;70;41;3;0;14;1725;2;5;2;2;1;0;0;0;0;0;1717;0;0;0;0;0;0;888;438;329;165;70;41;3;0;167;3377;1260;374;109;5;1895;0;446;403;0.0009066183136899365;1;2001-09-20 16:34:35;1001003675;5;10
198;757;739;4070;6;16;0;274;1.3057786991448561;1517;5;3;8;3;2;0;0;0;0;0;1001;0;0;0;0;0;0;747;277;155;59;30;45;6;1;14;1517;5;3;8;3;2;0;0;0;0;0;1001;0;0;0;0;0;0;747;277;155;59;30;45;6;1;202;1937;951;495;202;7;1712;0;357;161;0.0017199017199017199;1;2001-09-20 16:39:35;1001003975;6;10
199;391;696;3102;5;14;0;214;1.2669789227166277;1399;0;0;1;0;0;0;0;0;0;0;620;0;0;0;0;0;0;448;207;102;123;23;51;15;0;12;1399;0;0;1;0;0;0;0;0;0;0;620;0;0;0;0;0;0;448;207;102;123;23;51;15;0;177;1367;919;312;92;3;1367;0;217;72;0.0009671179883945841;1;2001-09-20 16:44:35;1001004275;5;10
200;784;546;3823;7;15;0;226;1.229733520336606;1612;43;3;1;0;0;0;0;0;0;0;843;0;0;0;0;0;0;629;206;96;53;42;14;16;7;12;1612;43;3;1;0;0;0;0;0;0;0;843;0;0;0;0;0;0;629;206;96;53;42;14;16;7;249;1704;1049;337;218;1;1681;0;205;115;0.0002615746795710175;1;2001-09-20 16:49:35;1001004575;3;9
201;1229;797;5315;6;13;0;274;1.4153270204800705;1743;0;0;0;0;0;0;0;0;0;0;1079;0;0;0;0;0;0;668;534;271;197;26;3;16;4;9;1743;0;0;0;0;0;0;0;0;0;0;1079;0;0;0;0;0;0;668;534;271;197;26;3;16;4;240;2363;1159;505;694;6;1855;0;274;100;0.0011288805268109125;1;2001-09-20 16:54:35;1001004875;3;9
202;890;722;5273;2;16;0;1241;1.0828343313373254;2649;11;7;2;4;2;1;0;0;0;0;997;0;0;0;0;0;0;579;361;194;159;23;5;7;9;15;2649;11;7;2;4;2;1;0;0;0;0;997;0;0;0;0;0;0;579;361;194;159;23;5;7;9;257;1958;971;583;217;8;2014;0;335;167;0.0015171629053669638;1;2001-09-20 16:59:35;1001005175;2;11
203;985;923;5082;4;18;0;207;1.4128521126760563;1828;14;6;0;2;0;0;0;0;0;0;988;0;0;0;0;0;0;787;538;160;117;31;21;14;38;13;1828;14;6;0;2;0;0;0;0;0;0;988;0;0;0;0;0;0;787;538;160;117;31;21;14;38;236;2337;1189;575;447;1;1744;12;275;148;0.0001967729240456513;1;2001-09-20 17:04:35;1001005475;4;11
204;814;888;4671;5;19;0;339;1.3680348543911947;1850;19;8;2;1;2;0;0;0;0;0;880;0;0;0;0;0;0;859;369;191;71;32;26;34;17;14;1850;19;8;2;1;2;0;0;0;0;0;880;0;0;0;0;0;0;859;369;191;71;32;26;34;17;262;2167;1035;558;244;4;1656;0;337;113;0.0008563476771569257;1;2001-09-20 17:09:35;1001005775;3;11
205;662;798;3839;4;18;0;252;1.3317099567099566;1492;6;6;6;7;1;3;0;0;0;0;999;0;0;0;0;0;0;547;322;144;80;57;13;11;2;15;1492;6;6;6;7;1;3;0;0;0;0;999;0;0;0;0;0;0;547;322;144;80;57;13;11;2;223;1933;882;406;129;2;1724;0;329;120;0.0005209690023443605;1;2001-09-20 17:14:35;1001006075;4;9
206;821;554;4455;4;15;0;245;1.1660950514453698;1768;0;5;0;0;0;0;0;0;0;0;956;0;0;0;0;0;0;777;366;84;55;34;18;15;4;11;1768;0;5;0;0;0;0;0;0;0;0;956;0;0;0;0;0;0;777;366;84;55;34;18;15;4;248;1967;1153;469;360;2;1806;0;260;60;0.0004489337822671156;1;2001-09-20 17:19:35;1001006375;4;10
207;1568;1473;8038;7;15;0;275;1.3407572383073496;2750;16;7;2;2;0;0;0;0;0;0;1983;0;0;0;0;0;0;1827;457;251;206;67;35;12;18;13;2750;16;7;2;2;0;0;0;0;0;0;1983;0;0;0;0;0;0;1827;457;251;206;67;35;12;18;443;4317;1767;831;392;14;2582;0;302;245;0.0017410769804750653;1;2001-09-20 17:24:35;1001006675;5;11
208;1741;1910;10904;7;15;0;309;1.3816924002406257;2975;5;0;0;0;0;0;0;0;0;0;3845;0;0;0;0;0;0;1102;1255;297;354;62;47;30;2;10;2975;5;0;0;0;0;0;0;0;0;0;3845;0;0;0;0;0;0;1102;1255;297;354;62;47;30;2;232;6499;2313;621;902;0;2173;0;375;242;0.0;0;2001-09-20 17:29:35;1001006975;7;14
209;991;650;4069;5;17;0;292;1.6861633599587735;1485;22;1;0;3;0;0;0;0;0;0;1006;0;0;0;0;0;0;528;263;202;81;49;25;203;13;13;1485;22;1;0;3;0;0;0;0;0;0;1006;0;0;0;0;0;0;528;263;202;81;49;25;203;13;233;2181;905;270;161;1;1555;0;218;62;0.0002457606291472106;1;2001-09-20 17:34:35;1001007275;5;13
210;1169;1108;5716;3;19;0;336;1.4850857568978375;2113;6;4;0;3;0;0;0;0;0;0;1432;0;0;0;0;0;0;756;404;230;120;83;67;134;12;13;2113;6;4;0;3;0;0;0;0;0;0;1432;0;0;0;0;0;0;756;404;230;120;83;67;134;12;284;2765;1345;634;317;17;2106;0;192;76;0.002974107767669699;1;2001-09-20 17:39:35;1001007575;3;10
211;1240;1175;6522;5;16;0;321;1.3811127144460478;2030;5;4;0;1;0;0;0;0;0;0;2053;0;0;0;0;0;0;1133;460;273;118;78;22;36;24;13;2030;5;4;0;1;0;0;0;0;0;0;2053;0;0;0;0;0;0;1133;460;273;118;78;22;36;24;347;3465;1242;862;262;6;1870;0;400;246;0.0009199632014719411;1;2001-09-20 17:44:35;1001007875;5;10
212;1821;1147;7603;7;19;0;540;1.6110736898827966;3067;21;31;9;5;4;3;0;0;0;0;1869;0;0;0;0;0;0;633;698;187;473;289;43;62;29;15;3067;21;31;9;5;4;3;0;0;0;0;1869;0;0;0;0;0;0;633;698;187;473;289;43;62;29;180;3919;2239;545;180;0;1771;0;399;369;0.0;0;2001-09-20 17:49:35;1001008175;4;10
213;1821;1613;9914;3;18;0;577;1.1646489104116222;3961;4;2;0;1;0;0;0;0;0;0;3288;0;0;0;0;0;0;886;594;211;207;219;61;59;6;13;3961;4;2;0;1;0;0;0;0;0;0;3288;0;0;0;0;0;0;886;594;211;207;219;61;59;6;323;5007;2954;638;347;5;2512;0;375;151;0.000504133897963299;1;2001-09-20 17:54:35;1001008475;3;10
214;804;838;4678;14;18;0;214;1.1825269433616143;1925;2;0;0;2;0;0;0;0;0;0;1217;0;0;0;0;0;0;563;280;178;68;70;9;30;17;13;1925;2;0;0;2;0;0;0;0;0;0;1217;0;0;0;0;0;0;563;280;178;68;70;9;30;17;336;1899;1216;696;301;9;1696;0;477;177;0.0019230769230769232;1;2001-09-20 17:59:35;1001008775;5;12
215;962;824;5688;5;16;0;377;0.9790954009882175;2550;0;0;0;0;0;0;0;0;0;0;1416;0;0;0;0;0;0;666;387;110;56;39;17;19;2;9;2550;0;0;0;0;0;0;0;0;0;0;1416;0;0;0;0;0;0;666;387;110;56;39;17;19;2;248;2268;1749;620;385;11;1899;5;411;171;0.0019338959212376935;1;2001-09-20 18:04:35;1001009075;5;14
216;853;1207;5107;7;16;0;298;1.527027027027027;1898;2;2;1;28;10;0;0;0;0;0;1227;0;0;0;0;0;0;627;327;114;276;203;12;7;2;14;1898;2;2;1;28;10;0;0;0;0;0;1227;0;0;0;0;0;0;627;327;114;276;203;12;7;2;338;2420;1125;555;366;0;1586;0;186;72;0.0;0;2001-09-20 18:09:35;1001009375;5;9
217;981;844;4345;3;17;0;242;1.348137535816619;1590;19;4;0;0;0;0;0;0;0;0;1284;0;0;0;0;0;0;653;232;213;65;44;21;29;34;11;1590;19;4;0;0;0;0;0;0;0;0;1284;0;0;0;0;0;0;653;232;213;65;44;21;29;34;221;2278;1035;412;134;3;1672;0;337;128;0.0006904487917146145;1;2001-09-20 18:14:35;1001009675;3;11
218;798;902;4384;4;18;0;252;1.1758215962441314;1694;0;0;0;1;0;0;0;0;0;0;1301;0;0;0;0;0;0;673;289;157;59;55;19;12;0;13;1694;0;0;0;1;0;0;0;0;0;0;1301;0;0;0;0;0;0;673;289;157;59;55;19;12;0;273;2284;1089;362;122;5;2082;0;328;143;0.0011402508551881414;1;2001-09-20 18:19:35;1001009975;3;11
219;549;457;4318;3;19;0;258;0.7033436092008537;2737;0;0;2;0;0;0;0;0;0;0;715;0;0;0;0;0;0;401;170;114;28;35;12;2;1;12;2737;0;0;2;0;0;0;0;0;0;0;715;0;0;0;0;0;0;401;170;114;28;35;12;2;1;199;1339;2225;196;95;14;1413;0;214;109;0.003238491788110109;1;2001-09-20 18:24:35;1001010275;3;10
220;710;733;3924;7;17;0;226;1.3486894360603654;1530;2;2;0;1;0;0;0;0;0;0;1002;0;0;0;0;0;0;574;259;158;103;96;21;19;10;13;1530;2;2;0;1;0;0;0;0;0;0;1002;0;0;0;0;0;0;574;259;158;103;96;21;19;10;173;1913;1010;455;136;2;1455;0;178;50;0.0005096839959225281;1;2001-09-20 18:29:35;1001010575;7;13
221;535;562;3096;6;16;0;230;1.25;1248;8;5;1;6;0;0;0;0;0;0;932;0;0;0;0;0;0;375;214;86;29;62;14;31;1;13;1248;8;5;1;6;0;0;0;0;0;0;932;0;0;0;0;0;0;375;214;86;29;62;14;31;1;139;1597;841;205;84;2;1501;0;249;93;0.0006459948320413437;1;2001-09-20 18:34:35;1001010875;3;10
222;749;1266;5808;5;17;0;220;1.366780045351474;2082;7;7;5;22;20;1;0;0;0;0;1315;0;0;0;0;0;0;1121;322;177;136;35;19;16;7;15;2082;7;7;5;22;20;1;0;0;0;0;1315;0;0;0;0;0;0;1121;322;177;136;35;19;16;7;298;2550;1498;726;496;14;1835;2;280;135;0.0024104683195592287;1;2001-09-20 18:39:35;1001011175;5;10
223;1043;1047;4862;5;18;0;258;1.7463507510048657;1981;6;1;3;6;1;0;0;0;0;0;1035;0;0;0;0;0;0;456;373;238;182;156;137;135;17;14;1981;6;1;3;6;1;0;0;0;0;0;1035;0;0;0;0;0;0;456;373;238;182;156;137;135;17;183;2494;1485;307;107;2;1651;0;265;82;0.0004110152075626798;1;2001-09-20 18:44:35;1001011475;5;11
224;1109;975;5279;3;17;0;248;1.2868510045752934;2097;8;6;0;2;0;0;0;0;0;0;1286;0;0;0;0;0;0;771;464;147;92;88;37;19;10;13;2097;8;6;0;2;0;0;0;0;0;0;1286;0;0;0;0;0;0;771;464;147;92;88;37;19;10;308;2647;1392;432;245;6;2007;4;420;105;0.0011365788975184693;1;2001-09-20 18:49:35;1001011775;3;10
225;2085;1269;8398;3;18;0;464;1.4189598420013168;2675;11;2;13;0;4;0;0;0;0;0;2203;0;0;0;0;0;0;1230;774;300;176;127;46;22;12;14;2675;11;2;13;0;4;0;0;0;0;0;2203;0;0;0;0;0;0;1230;774;300;176;127;46;22;12;385;4271;1629;846;740;6;2631;0;352;159;0.0007136909718092066;1;2001-09-20 18:54:35;1001012075;3;12
226;2193;1950;11661;5;16;0;915;1.3086042419190516;4090;3;0;6;0;4;0;0;0;0;0;3226;0;0;0;0;0;0;1483;1114;402;143;204;94;20;8;14;4090;3;0;6;0;4;0;0;0;0;0;3226;0;0;0;0;0;0;1483;1114;402;143;204;94;20;8;339;5849;2646;1048;772;2;2852;0;347;99;0.0001714971702966901;1;2001-09-20 18:59:35;1001012375;5;9
227;932;955;5857;3;20;0;223;1.2118357917185;2092;0;0;2;2;0;0;0;0;0;0;2217;0;0;0;0;0;0;466;301;267;155;32;62;31;0;13;2092;0;0;2;2;0;0;0;0;0;0;2217;0;0;0;0;0;0;466;301;267;155;32;62;31;0;204;3130;1596;474;210;3;2098;0;233;63;0.0005122076148198737;1;2001-09-20 19:04:35;1001012675;3;10
228;1713;692;6212;4;17;0;419;1.2145056448853917;1899;0;0;0;1;0;0;0;0;0;0;2111;0;0;0;0;0;0;1066;434;224;42;55;6;8;0;13;1899;0;0;0;1;0;0;0;0;0;0;2111;0;0;0;0;0;0;1066;434;224;42;55;6;8;0;203;3613;1203;408;361;3;1667;0;453;136;0.0004823151125401929;1;2001-09-20 19:09:35;1001012975;4;10
229;712;752;5191;4;15;0;567;0.8767427763184482;2528;0;0;0;0;0;0;0;0;0;0;1285;0;0;0;0;0;0;705;260;70;50;33;10;6;2;9;2528;0;0;0;0;0;0;0;0;0;0;1285;0;0;0;0;0;0;705;260;70;50;33;10;6;2;343;2202;1496;341;209;2;1699;0;302;150;0.00038528221922558276;1;2001-09-20 19:14:35;1001013275;4;10
230;1175;1116;5767;9;16;0;370;1.284711964549483;2186;14;2;0;1;0;0;0;0;0;0;1465;0;0;0;0;0;0;797;470;279;96;63;17;13;13;13;2186;14;2;0;1;0;0;0;0;0;0;1465;0;0;0;0;0;0;797;470;279;96;63;17;13;13;201;2656;1514;675;340;0;2178;0;313;101;0.0;0;2001-09-20 19:19:35;1001013575;6;13
231;1264;1129;5563;2;16;0;311;1.1735003796507213;1870;0;0;1;0;0;0;0;0;0;0;1788;0;0;0;0;0;0;973;350;133;96;37;8;12;0;12;1870;0;0;1;0;0;0;0;0;0;0;1788;0;0;0;0;0;0;973;350;133;96;37;8;12;0;356;2681;966;954;262;5;1575;0;525;260;0.0008987956138774043;1;2001-09-20 19:24:35;1001013875;2;10
232;1927;649;4913;3;23;0;177;1.828128319524113;1272;11;0;0;0;0;0;0;4;6;0;1357;1;0;0;0;0;0;853;531;149;263;144;76;24;16;20;1272;11;0;0;0;0;0;0;4;6;0;1357;1;0;0;0;0;0;853;531;149;263;144;76;24;16;144;2998;877;511;191;2;1371;0;279;301;0.0004070832485243232;1;2001-09-20 19:29:35;1001014175;3;12
233;862;764;3932;7;15;0;147;1.2474144789180588;1531;0;0;6;0;0;0;0;0;0;0;1026;0;0;0;0;0;0;635;306;111;60;35;26;33;2;12;1531;0;0;6;0;0;0;0;0;0;0;1026;0;0;0;0;0;0;635;306;111;60;35;26;33;2;213;1916;1096;399;152;9;1671;0;340;129;0.002288911495422177;1;2001-09-20 19:34:35;1001014475;3;9
234;775;1256;5605;4;16;0;226;1.3624607426565676;2219;5;4;1;0;0;0;0;0;0;0;1537;0;0;0;0;0;0;626;368;161;306;132;31;14;9;12;2219;5;4;1;0;0;0;0;0;0;0;1537;0;0;0;0;0;0;626;368;161;306;132;31;14;9;148;2825;1769;445;181;5;1686;0;437;206;0.0008920606601248885;1;2001-09-20 19:39:35;1001014775;4;10
235;1339;754;5219;3;16;0;281;1.579100145137881;1964;19;0;0;0;0;0;0;0;0;0;1211;0;0;0;0;0;0;678;329;143;82;35;235;108;19;10;1964;19;0;0;0;0;0;0;0;0;0;1211;0;0;0;0;0;0;678;329;143;82;35;235;108;19;266;2346;1294;636;356;2;1758;0;331;124;0.00038299502106472615;1;2001-09-20 19:44:35;1001015075;3;12
236;4659;2677;16917;6;23;0;1115;1.2818112999793545;4042;1;9;4;0;0;0;1;1;0;1;5662;0;0;0;0;0;0;2824;1357;327;151;91;54;5;1;19;4042;1;9;4;0;0;0;1;1;0;1;5662;0;0;0;0;0;0;2824;1357;327;151;91;54;5;1;295;9300;2373;1448;2364;8;3356;2;640;277;0.0004728970857717089;1;2001-09-20 19:49:35;1001015375;6;11
237;1073;4311;9591;5;22;0;250;1.402776247658918;2232;6;4;12;0;0;0;0;0;0;0;3621;0;0;0;0;0;0;1958;704;261;112;56;38;27;46;12;2232;6;4;12;0;0;0;0;0;0;0;3621;0;0;0;0;0;0;1958;704;261;112;56;38;27;46;354;5869;1451;1153;450;5;2423;2;380;502;0.0005211047420531526;1;2001-09-20 19:54:35;1001015675;5;11
238;2781;2882;14359;5;21;0;1762;1.1779217910008102;4730;11;3;6;3;0;1;4;0;0;0;4810;0;0;0;0;0;0;2767;490;327;166;176;42;27;16;16;4730;11;3;6;3;0;1;4;0;0;0;4810;0;0;0;0;0;0;2767;490;327;166;176;42;27;16;251;7935;2231;1400;751;0;2108;0;599;97;0.0;0;2001-09-20 19:59:35;1001015975;5;11
239;1294;839;6168;5;15;0;241;1.2237574017584785;2254;17;2;1;0;0;0;0;0;0;0;1749;0;0;0;0;0;0;703;417;204;116;37;25;15;33;12;2254;17;2;1;0;0;0;0;0;0;0;1749;0;0;0;0;0;0;703;417;204;116;37;25;15;33;398;3043;1445;446;579;8;1949;0;320;114;0.0012654223347042075;2;2001-09-20 20:04:35;1001016275;5;10
240;997;1272;6282;3;15;0;380;1.212614798128574;2476;1;0;2;0;0;0;0;0;0;0;1439;0;0;0;0;0;0;946;431;220;159;48;23;18;8;12;2476;1;0;2;0;0;0;0;0;0;0;1439;0;0;0;0;0;0;946;431;220;159;48;23;18;8;396;2649;1522;824;440;0;2089;0;373;103;0.0;0;2001-09-20 20:09:35;1001016575;3;10
241;715;652;3940;5;16;0;244;1.014569536423841;1780;1;1;0;0;0;0;0;0;0;0;1123;0;0;0;0;0;0;437;227;88;42;23;13;20;20;11;1780;1;1;0;0;0;0;0;0;0;0;1123;0;0;0;0;0;0;437;227;88;42;23;13;20;20;197;1711;1223;400;136;3;1681;0;333;90;0.0007614213197969543;1;2001-09-20 20:14:35;1001016875;5;11
242;2650;1613;8712;4;14;0;661;1.4586689800470938;2692;0;1;2;0;0;0;0;0;0;0;2430;0;0;0;0;0;0;1320;694;543;137;101;82;57;10;12;2692;0;1;2;0;0;0;0;0;0;0;2430;0;0;0;0;0;0;1320;694;543;137;101;82;57;10;167;4953;1796;492;554;8;2057;0;457;182;0.0009182736455463728;1;2001-09-20 20:19:35;1001017175;4;11
243;1190;1556;7952;2;18;0;487;1.4492119089316988;2878;5;0;1;0;0;0;0;0;0;0;1624;0;0;0;0;0;0;866;650;320;174;96;71;164;3;12;2878;5;0;1;0;0;0;0;0;0;0;1624;0;0;0;0;0;0;866;650;320;174;96;71;164;3;393;3228;1908;836;1075;13;2399;0;364;230;0.0016348088531187124;1;2001-09-20 20:24:35;1001017475;2;13
244;2030;1435;7707;4;17;0;499;1.4995902758809068;2877;0;1;0;1;0;0;0;0;0;0;1753;0;0;0;0;0;0;1138;697;341;117;128;37;228;4;13;2877;0;1;0;1;0;0;0;0;0;0;1753;0;0;0;0;0;0;1138;697;341;117;128;37;228;4;301;3910;1911;701;350;6;2276;0;431;256;0.0007785130400934215;1;2001-09-20 20:29:35;1001017775;4;14
