;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_23_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_23_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
67;5340;3677;14948;7;17;0;469;1.8166529942575882;3957;8;15;19;7;2;1;0;0;0;0;2345;0;0;0;5196;1017;946;652;228;166;16;53;15;3957;8;15;19;7;2;1;0;0;0;0;2345;0;0;0;5196;1017;946;652;228;166;16;53;429;9760;2798;1172;232;0;3484;1;475;147;0.0;0;2001-09-19 05:42:59;1000878179;4;11
68;2613;2116;11685;4;20;0;720;1.377720757388073;4815;31;26;4;0;0;0;0;1;0;0;2501;0;0;0;1668;1149;406;374;221;53;42;11;17;4815;31;26;4;0;0;0;0;1;0;0;2501;0;0;0;1668;1149;406;374;221;53;42;11;581;5552;3255;1194;294;0;3618;0;344;197;0.0;0;2001-09-19 05:47:59;1000878479;2;11
69;1355;1636;7610;5;15;0;547;1.3100882028665932;3052;4;1;0;0;0;0;0;0;0;0;1583;0;0;0;1435;515;290;140;123;57;44;12;11;3052;4;1;0;0;0;0;0;0;0;0;1583;0;0;0;1435;515;290;140;123;57;44;12;561;3361;1686;1101;327;0;3097;0;313;124;0.0;0;2001-09-19 05:52:59;1000878779;5;11
70;1433;1021;6775;5;18;0;321;1.2842964623019049;2582;3;0;2;0;0;1;0;0;0;0;1629;0;0;0;1032;474;170;139;92;84;27;12;15;2582;3;0;2;0;0;1;0;0;0;0;1629;0;0;0;1032;474;170;139;92;84;27;12;247;3168;1851;660;484;0;2325;0;265;105;0.0;0;2001-09-19 05:57:59;1000879079;5;12
71;1769;1594;8742;5;14;0;526;1.2430952670641198;3399;6;3;3;1;1;0;0;0;0;0;2267;0;0;0;1226;672;237;168;143;74;9;10;14;3399;6;3;3;1;1;0;0;0;0;0;2267;0;0;0;1226;672;237;168;143;74;9;10;436;4102;2235;920;487;4;2678;0;305;129;0.0004575611988103409;1;2001-09-19 06:02:59;1000879379;5;12
72;2994;1478;11390;5;15;0;850;1.259928460056865;3986;27;7;8;0;0;0;0;0;0;0;3398;0;0;0;2103;564;467;106;122;68;31;16;12;3986;27;7;8;0;0;0;0;0;0;0;3398;0;0;0;2103;564;467;106;122;68;31;16;404;6256;2467;926;414;0;2733;0;363;272;0.0;0;2001-09-19 06:07:59;1000879679;5;10
73;1384;2627;9514;5;16;0;689;1.3151402685296365;4094;27;8;6;3;0;0;0;0;0;0;1885;0;0;0;1561;569;626;129;145;54;18;36;13;4094;27;8;6;3;0;0;0;0;0;0;1885;0;0;0;1561;569;626;129;145;54;18;36;971;3311;2074;2116;339;0;2601;0;394;72;0.0;0;2001-09-19 06:12:59;1000879979;5;12
74;1885;1712;9076;8;15;0;544;1.3723784556720686;3394;10;0;6;3;0;0;0;0;0;0;1860;0;0;0;1508;904;243;218;142;57;18;29;13;3394;10;0;6;3;0;0;0;0;0;0;1860;0;0;0;1508;904;243;218;142;57;18;29;260;4266;2393;929;634;0;2983;1;278;116;0.0;0;2001-09-19 06:17:59;1000880279;6;11
75;2151;1747;9011;9;18;0;665;1.5561902541384938;3450;36;12;3;0;0;0;0;0;0;0;1925;0;0;0;1140;840;504;294;146;136;46;46;12;3450;36;12;3;0;0;0;0;0;0;0;1925;0;0;0;1140;840;504;294;146;136;46;46;361;4544;2239;769;408;0;2810;2;341;179;0.0;0;2001-09-19 06:22:59;1000880579;9;12
76;1281;1692;7400;6;21;0;445;1.3934865360214297;3000;16;14;7;5;2;9;3;0;0;0;1548;0;0;0;1216;653;229;166;124;49;30;22;16;3000;16;14;7;5;2;9;3;0;0;0;1548;0;0;0;1216;653;229;166;124;49;30;22;322;3330;2086;910;220;1;2801;0;332;85;0.00013513513513513514;1;2001-09-19 06:27:59;1000880879;6;12
77;1741;1742;15454;3;22;0;622;0.9683772916240714;7419;17;16;0;5;0;0;0;0;0;0;3871;0;0;0;1544;1102;355;110;127;69;24;14;13;7419;17;16;0;5;0;0;0;0;0;0;3871;0;0;0;1544;1102;355;110;127;69;24;14;369;6374;6148;1160;750;2;4099;2;440;106;0.00012941633234114146;1;2001-09-19 06:32:59;1000881179;3;12
78;2200;1687;15342;9;17;0;399;1.1793466953325473;6210;15;11;1;6;1;0;0;0;0;0;4493;0;0;0;1591;964;341;385;160;131;93;17;14;6210;15;11;1;6;1;0;0;0;0;0;4493;0;0;0;1591;964;341;385;160;131;93;17;327;7521;5256;916;837;0;4066;2;354;46;0.0;0;2001-09-19 06:37:59;1000881479;5;13
79;1523;1317;6956;4;16;0;425;1.4951901053595968;2606;8;9;12;1;7;0;0;2;0;0;1479;0;0;0;988;756;220;222;127;66;27;19;17;2606;8;9;12;1;7;0;0;2;0;0;1479;0;0;0;988;756;220;222;127;66;27;19;301;3338;1704;781;336;0;2493;8;459;94;0.0;0;2001-09-19 06:42:59;1000881779;4;12
80;5879;6929;21229;3;19;0;697;1.77876280535855;4939;6;6;3;0;0;0;1;0;0;0;2771;0;0;0;9165;1163;849;807;318;220;35;21;16;4939;6;6;3;0;0;0;1;0;0;0;2771;0;0;0;9165;1163;849;807;318;220;35;21;316;14014;3792;1485;862;7;3599;8;515;213;0.0003296755051099703;1;2001-09-19 06:47:59;1000882079;3;14
81;2351;2909;11447;9;21;0;767;1.910364402124153;3885;19;32;12;1;3;1;1;0;1;0;2150;0;0;0;1327;1237;854;864;156;238;47;94;18;3885;19;32;12;1;3;1;1;0;1;0;2150;0;0;0;1327;1237;854;864;156;238;47;94;239;6538;2767;611;472;3;3185;0;415;91;0.00026182579856868566;1;2001-09-19 06:52:59;1000882379;6;10
82;1973;1657;10124;5;18;0;542;1.2345119059890732;4141;2;6;0;0;0;0;0;0;0;0;2499;0;0;0;1499;677;389;224;192;50;14;8;11;4141;2;6;0;0;0;0;0;0;0;0;2499;0;0;0;1499;677;389;224;192;50;14;8;412;4672;3004;1071;381;0;2997;0;484;125;0.0;0;2001-09-19 06:57:59;1000882679;5;12
83;3562;2842;15746;7;15;0;895;1.3304550438596492;6041;7;5;0;0;0;0;0;0;0;0;3553;0;0;0;2428;1169;488;354;318;119;80;30;11;6041;7;5;0;0;0;0;0;0;0;0;3553;0;0;0;2428;1169;488;354;318;119;80;30;598;7590;4329;1180;919;8;4494;0;467;300;0.0005080655404547187;1;2001-09-19 07:02:59;1000882979;4;10
84;2964;2990;14703;3;17;0;904;1.4528638765890587;5548;3;11;0;0;0;0;0;0;0;0;3391;0;0;0;2092;1058;886;489;321;117;65;21;11;5548;3;11;0;0;0;0;0;0;0;0;3391;0;0;0;2092;1058;886;489;321;117;65;21;599;7394;3794;1311;585;7;4285;0;574;158;0.00047609331428960077;1;2001-09-19 07:07:59;1000883279;3;11
85;2083;1872;11028;4;17;0;586;1.3243601895734598;5334;88;22;54;24;0;1;0;0;0;0;1924;0;0;0;1560;653;362;192;121;85;27;103;15;5334;88;22;54;24;0;1;0;0;0;0;1924;0;0;0;1560;653;362;192;121;85;27;103;258;4623;4347;736;460;0;2572;0;424;213;0.0;0;2001-09-19 07:12:59;1000883579;4;10
86;4011;2513;14363;11;17;0;665;1.6530699260943718;5721;22;32;10;0;0;0;0;0;0;0;2957;0;0;0;1793;1002;851;1022;355;139;108;60;12;5721;22;32;10;0;0;0;0;0;0;0;2957;0;0;0;1793;1002;851;1022;355;139;108;60;432;7168;4275;1532;235;3;3587;0;478;206;0.00020887001322843416;1;2001-09-19 07:17:59;1000883879;6;11
87;2309;2617;11252;6;16;0;824;1.4900028427935184;4201;4;4;2;0;0;0;0;0;0;0;2529;0;0;0;1562;956;428;302;273;121;151;20;12;4201;4;4;2;0;0;0;0;0;0;0;2529;0;0;0;1562;956;428;302;273;121;151;20;307;5588;2743;1091;653;17;3633;0;400;321;0.001509500976735926;1;2001-09-19 07:22:59;1000884179;6;11
88;2471;2314;14111;8;17;0;888;1.1465022491081123;6075;2;3;2;0;0;0;0;0;0;0;2931;0;0;0;1758;1043;546;383;72;46;20;13;12;6075;2;3;2;0;0;0;0;0;0;0;2931;0;0;0;1758;1043;546;383;72;46;20;13;439;5984;4495;1088;1139;8;3728;0;515;317;0.0005668934240362812;1;2001-09-19 07:27:59;1000884479;4;13
89;2191;2017;10774;7;16;0;567;1.300309897346504;4168;3;7;13;4;0;0;0;0;0;0;2917;0;0;0;1393;892;323;307;213;64;18;4;13;4168;3;7;13;4;0;0;0;0;0;0;2917;0;0;0;1393;892;323;307;213;64;18;4;636;4831;2647;1645;371;18;3337;6;360;134;0.001670688695006497;1;2001-09-19 07:32:59;1000884779;4;10
90;4023;2342;17707;9;16;0;825;1.389465974164336;5283;5;6;3;0;0;0;0;0;0;0;3773;0;0;0;3055;1740;589;281;173;79;19;12;12;5283;5;6;3;0;0;0;0;0;0;0;3773;0;0;0;3055;1740;589;281;173;79;19;12;455;9059;3731;948;2580;17;4082;0;543;760;0.0009596928982725527;2;2001-09-19 07:37:59;1000885079;4;10
91;2266;3319;14385;12;15;0;1004;1.2523688969258588;5806;7;13;9;0;0;0;0;0;0;0;3247;0;0;0;2680;963;473;297;237;58;23;12;12;5806;7;13;9;0;0;0;0;0;0;0;3247;0;0;0;2680;963;473;297;237;58;23;12;1188;5794;2899;2940;509;6;3175;6;447;311;0.00041681139284473776;1;2001-09-19 07:42:59;1000885379;3;10
92;963;1427;7485;2;14;0;396;1.1004348435965774;3520;3;3;0;0;0;0;0;0;0;0;1535;0;0;0;1011;563;237;101;46;83;17;10;11;3520;3;3;0;0;0;0;0;0;0;0;1535;0;0;0;1011;563;237;101;46;83;17;10;336;2849;2571;977;163;1;2834;0;277;115;0.00013356484573260317;1;2001-09-19 07:47:59;1000885679;2;11
93;968;957;4539;4;16;0;329;1.3700805523590334;1766;2;0;42;6;6;0;0;0;0;0;1093;0;0;0;803;326;75;128;56;26;12;4;14;1766;2;0;42;6;6;0;0;0;0;0;1093;0;0;0;803;326;75;128;56;26;12;4;209;2259;1150;398;178;3;1834;0;201;69;0.0006609385327164573;1;2001-09-19 07:52:59;1000885979;4;10
94;1354;1109;6054;4;15;0;261;1.491240488409131;2156;1;1;2;0;0;0;0;0;0;0;1309;0;0;0;914;533;340;241;62;37;45;10;12;2156;1;1;2;0;0;0;0;0;0;0;1309;0;0;0;914;533;340;241;62;37;45;10;356;3123;1360;551;337;10;2220;0;230;263;0.0016458196181698486;2;2001-09-19 07:57:59;1000886279;4;11
95;1521;2007;10064;4;17;0;480;1.5248202273254465;3253;4;0;0;0;0;0;0;0;0;0;1937;0;0;0;1823;522;441;234;84;105;186;33;10;3253;4;0;0;0;0;0;0;0;0;0;1937;0;0;0;1823;522;441;234;84;105;186;33;384;4782;2210;766;1241;7;2932;0;406;397;0.0006955484896661367;1;2001-09-19 08:02:59;1000886579;4;11
96;2224;1743;11039;3;15;0;577;1.2544638403990025;3960;9;0;0;0;0;0;0;0;0;0;2705;0;0;0;1796;770;346;239;129;51;11;9;10;3960;9;0;0;0;0;0;0;0;0;0;2705;0;0;0;1796;770;346;239;129;51;11;9;294;5403;2910;841;952;9;3660;0;378;170;0.0008135960947387453;1;2001-09-19 08:07:59;1000886879;3;15
97;1752;1899;9155;6;18;0;580;1.2488032824253477;3546;1;2;4;3;0;0;0;0;0;0;2400;0;0;0;1454;594;355;241;119;39;8;8;13;3546;1;2;4;3;0;0;0;0;0;0;2400;0;0;0;1454;594;355;241;119;39;8;8;275;4425;2385;1109;353;14;2847;0;514;151;0.0015283842794759825;2;2001-09-19 08:12:59;1000887179;4;12
98;1403;1215;6320;3;18;0;332;1.3353253652058432;2268;43;0;0;1;0;0;0;0;0;0;1723;0;0;0;1084;444;210;100;65;48;30;8;13;2268;43;0;0;1;0;0;0;0;0;0;1723;0;0;0;1084;444;210;100;65;48;30;8;239;3383;1553;517;288;4;2254;0;443;155;0.0006328112640404999;1;2001-09-19 08:17:59;1000887479;3;11
99;1444;1296;7491;10;20;0;447;1.29462011089465;2676;12;5;6;1;1;0;1;0;0;0;1645;0;0;0;1312;596;145;74;117;41;16;25;16;2676;12;5;6;1;1;0;1;0;0;0;1645;0;0;0;1312;596;145;74;117;41;16;25;200;3622;1908;496;641;12;3122;0;313;97;0.0016012810248198558;1;2001-09-19 08:22:59;1000887779;7;14
100;3010;1441;9056;3;16;0;507;1.532789709429195;3225;9;1;5;1;0;0;1;0;0;0;1373;0;0;0;2693;521;359;133;153;77;128;28;16;3225;9;1;5;1;0;0;1;0;0;0;1373;0;0;0;2693;521;359;133;153;77;128;28;317;4708;2169;1006;204;11;2599;0;236;90;0.0012142620598300034;2;2001-09-19 08:27:59;1000888079;3;10
101;1930;4915;12730;4;15;0;821;1.9532063802083333;4055;7;24;18;4;0;0;0;0;0;0;1710;0;0;0;3011;954;927;896;330;234;63;55;13;4055;7;24;18;4;0;0;0;0;0;0;1710;0;0;0;3011;954;927;896;330;234;63;55;314;7608;2780;765;408;2;3187;0;285;152;0.00015704750687082843;1;2001-09-19 08:32:59;1000888379;4;10
102;4754;3197;15546;6;18;0;695;1.7130721106354956;5195;7;14;9;0;0;0;0;0;0;0;3986;0;0;0;1825;1291;1255;977;312;201;29;84;12;5195;7;14;9;0;0;0;0;0;0;0;3986;0;0;0;1825;1291;1255;977;312;201;29;84;640;9089;3479;1282;339;0;3900;0;536;146;0.0;0;2001-09-19 08:37:59;1000888679;6;11
103;1762;1339;8173;3;15;0;507;1.3358631335219964;3134;4;22;6;1;0;0;0;0;0;0;2171;0;0;0;1065;477;440;299;103;18;19;15;13;3134;4;22;6;1;0;0;0;0;0;0;2171;0;0;0;1065;477;440;299;103;18;19;15;263;4241;2245;518;390;1;2604;4;416;142;0.0001223540927444023;1;2001-09-19 08:42:59;1000888979;3;10
104;1568;1516;8725;6;12;0;528;1.1316176470588235;3381;2;0;0;0;0;0;0;0;0;0;2314;0;0;0;1421;545;225;179;57;11;16;9;10;3381;2;0;0;0;0;0;0;0;0;0;2314;0;0;0;1421;545;225;179;57;11;16;9;303;4074;2313;942;532;0;2571;4;524;268;0.0;0;2001-09-19 08:47:59;1000889279;4;10
105;750;1440;7192;3;13;0;398;1.0524600847181493;2730;3;1;0;0;0;0;0;0;0;0;1850;0;0;0;798;390;213;63;38;16;28;8;11;2730;3;1;0;0;0;0;0;0;0;0;1850;0;0;0;798;390;213;63;38;16;28;8;399;3049;1789;503;886;35;2445;0;336;119;0.0048638132295719845;1;2001-09-19 08:52:59;1000889579;3;11
106;1608;1331;7803;2;15;0;539;1.129371548777281;3317;0;0;2;0;0;0;0;0;0;0;1840;0;0;0;1347;706;232;80;20;38;16;8;12;3317;0;0;2;0;0;0;0;0;0;0;1840;0;0;0;1347;706;232;80;20;38;16;8;490;3915;2022;640;177;3;2279;0;427;134;0.00038441824705279346;1;2001-09-19 08:57:59;1000889879;2;9
107;2350;2466;9768;4;16;0;517;1.7942748941857876;2346;0;0;12;3;0;0;0;0;0;0;2394;0;0;0;1899;1098;509;289;169;163;60;36;13;2346;0;0;12;3;0;0;0;0;0;0;2394;0;0;0;1899;1098;509;289;169;163;60;36;207;6146;1512;596;769;10;3036;0;537;260;0.0010237510237510238;1;2001-09-19 09:02:59;1000890179;4;11
108;1812;1287;7237;4;18;0;544;1.4946444510562333;2528;4;3;12;2;1;0;0;0;0;0;1458;0;0;0;1346;748;248;115;68;110;60;19;14;2528;4;3;12;2;1;0;0;0;0;0;1458;0;0;0;1346;748;248;115;68;110;60;19;226;3793;1663;496;463;4;2574;17;470;177;0.0005527152134862512;1;2001-09-19 09:07:59;1000890479;4;14
109;1103;883;5934;2;12;0;289;1.04478927878681;2915;1;0;0;0;0;0;0;0;0;0;1201;0;0;0;776;390;168;106;46;34;30;4;10;2915;1;0;0;0;0;0;0;0;0;0;1201;0;0;0;776;390;168;106;46;34;30;4;282;2406;2111;583;233;10;2286;0;285;92;0.0016852039096730705;1;2001-09-19 09:12:59;1000890779;2;11
110;1785;1549;10308;5;19;0;542;1.2681666857995637;4373;0;0;0;0;0;0;0;0;0;0;1536;0;0;0;974;779;420;379;131;96;14;9;9;4373;0;0;0;0;0;0;0;0;0;0;1536;0;0;0;974;779;420;379;131;96;14;9;240;3704;3396;829;1536;57;3351;0;339;88;0.005529685681024447;2;2001-09-19 09:17:59;1000891079;5;11
111;1716;2642;10594;3;19;0;507;1.295353982300885;3463;3;4;4;0;0;0;0;0;0;0;3569;0;0;0;1122;938;403;271;65;59;25;18;12;3463;3;4;4;0;0;0;0;0;0;0;3569;0;0;0;1122;938;403;271;65;59;25;18;381;5416;2255;1385;551;1;3141;0;470;142;9.428625306430322e-05;1;2001-09-19 09:22:59;1000891379;3;12
112;2608;2554;11524;3;18;0;276;1.5467350746268658;3660;3;2;4;0;2;0;0;0;0;0;2472;0;0;0;2064;1247;593;456;114;62;27;14;14;3660;3;2;4;0;2;0;0;0;0;0;2472;0;0;0;2064;1247;593;456;114;62;27;14;652;5691;2550;1551;664;4;3138;0;429;277;0.0003471017007983339;1;2001-09-19 09:27:59;1000891679;3;11
113;3630;1517;15904;4;18;0;678;1.3853940103730968;3092;3;2;6;1;0;0;0;0;0;0;3821;0;0;0;3723;601;398;172;77;32;18;8;13;3092;3;2;6;1;0;0;0;0;0;0;3821;0;0;0;3723;601;398;172;77;32;18;8;454;8223;1797;802;3902;43;4147;0;429;141;0.002703722334004024;2;2001-09-19 09:32:59;1000891979;4;11
114;2771;4668;13168;5;17;0;563;2.0211431787121152;3167;8;22;4;2;1;0;0;0;0;0;2353;0;0;0;3239;1106;982;1071;231;172;20;61;14;3167;8;22;4;2;1;0;0;0;0;0;2353;0;0;0;3239;1106;982;1071;231;172;20;61;232;8871;2223;550;679;18;3736;1;348;125;0.0013663276149992408;1;2001-09-19 09:37:59;1000892279;5;11
115;2316;2402;11789;7;19;0;727;1.5351934051997465;4349;48;5;13;2;0;0;0;0;0;0;2302;0;0;0;1832;1264;477;353;156;109;61;68;13;4349;48;5;13;2;0;0;0;0;0;0;2302;0;0;0;1832;1264;477;353;156;109;61;68;570;4915;2783;2044;549;1;3514;0;328;143;8.479606546256254e-05;1;2001-09-19 09:42:59;1000892579;4;12
116;2217;2495;10259;4;18;0;558;1.7641272709023386;4023;89;46;3;5;0;0;0;0;0;0;2009;0;0;0;1437;871;405;469;146;154;90;216;13;4023;89;46;3;5;0;0;0;0;0;0;2009;0;0;0;1437;871;405;469;146;154;90;216;603;4697;2545;1560;259;1;3163;0;264;169;9.747538746466517e-05;1;2001-09-19 09:47:59;1000892879;4;12
117;2444;2490;14779;4;18;0;1432;1.3861246791952977;4473;2;7;5;0;0;0;0;0;0;0;3198;0;0;0;1945;1342;520;368;86;78;5;50;12;4473;2;7;5;0;0;0;0;0;0;0;3198;0;0;0;1945;1342;520;368;86;78;5;50;528;6642;2223;1254;2515;32;4181;1;407;127;0.0021631852903400257;1;2001-09-19 09:52:59;1000893179;4;12
118;3882;3649;14852;3;17;0;651;1.9979887648241903;5397;1;39;20;0;0;10;0;0;0;0;2095;0;0;0;1990;1267;1545;1169;323;436;54;73;15;5397;1;39;20;0;0;10;0;0;0;0;2095;0;0;0;1990;1267;1545;1169;323;436;54;73;498;7778;4030;1462;390;8;4081;0;639;180;0.0005386479935362241;1;2001-09-19 09:57:59;1000893479;3;10
119;2284;1613;9618;4;20;0;573;1.4196212288042283;3510;11;1;9;3;1;0;1;1;0;0;2421;0;0;0;1501;629;300;341;187;115;23;28;17;3510;11;1;9;3;1;0;1;1;0;0;2421;0;0;0;1501;629;300;341;187;115;23;28;316;4748;2454;991;522;2;2686;0;327;75;0.00020768431983385254;1;2001-09-19 10:02:59;1000893779;3;15
120;3929;3642;13701;5;15;0;516;1.4778915434205537;4010;6;0;0;0;0;0;0;0;0;0;2492;0;0;0;5114;617;304;358;195;37;48;4;10;4010;6;0;0;0;0;0;0;0;0;0;2492;0;0;0;5114;617;304;358;195;37;48;4;418;8250;2811;1190;442;10;2735;0;344;142;0.0007298737318443909;1;2001-09-19 10:07:59;1000894079;5;13
121;3319;3980;15241;5;15;0;532;1.4041777188328912;4102;4;10;2;0;0;0;0;0;0;0;4180;0;0;0;5319;655;308;170;223;63;39;5;12;4102;4;10;2;0;0;0;0;0;0;0;4180;0;0;0;5319;655;308;170;223;63;39;5;469;9979;2880;1220;93;0;2802;0;362;104;0.0;0;2001-09-19 10:12:59;1000894379;4;12
122;1609;1374;7678;3;17;0;323;1.3441317776252575;3159;9;1;1;0;0;0;0;0;0;0;1709;0;0;0;1154;454;339;117;166;67;87;22;12;3159;9;1;1;0;0;0;0;0;0;0;1709;0;0;0;1154;454;339;117;166;67;87;22;347;3496;2400;719;358;6;2894;0;304;176;0.0007814535035165407;1;2001-09-19 10:17:59;1000894679;3;13
123;1426;1129;8850;4;16;0;443;1.0353934113803431;3513;0;0;0;0;0;0;0;0;0;0;1779;0;0;0;1016;668;161;126;68;12;2;1;9;3513;0;0;0;0;0;0;0;0;0;0;1779;0;0;0;1016;668;161;126;68;12;2;1;191;3510;2718;484;1468;11;2972;0;278;73;0.0012429378531073447;1;2001-09-19 10:22:59;1000894979;4;10
124;3290;2650;11843;7;17;0;806;1.5307195174493753;4006;3;6;7;0;0;0;0;0;0;0;2544;0;0;0;2203;1824;482;208;126;141;44;11;12;4006;3;6;7;0;0;0;0;0;0;0;2544;0;0;0;2203;1824;482;208;126;141;44;11;392;7036;2588;783;216;2;3265;0;210;126;0.0001688761293591151;1;2001-09-19 10:27:59;1000895279;5;13
125;942;1210;5004;2;20;0;301;1.488120050020842;1836;12;0;1;0;0;0;0;1;0;0;1238;0;0;0;730;427;210;103;94;93;35;18;17;1836;12;0;1;0;0;0;0;1;0;0;1238;0;0;0;730;427;210;103;94;93;35;18;244;2468;1199;586;190;0;2012;0;241;110;0.0;0;2001-09-19 10:32:59;1000895579;2;11
126;2357;1912;9421;8;20;0;477;1.5151861155514958;3073;2;15;5;0;2;2;2;1;0;0;2079;0;0;0;1849;707;496;252;170;83;5;15;17;3073;2;15;5;0;2;2;2;1;0;0;2079;0;0;0;1849;707;496;252;170;83;5;15;244;4921;2192;924;612;0;2805;0;644;187;0.0;0;2001-09-19 10:37:59;1000895879;5;15
127;2206;1668;9847;2;19;0;597;1.4551989997916233;4185;1;59;42;2;11;1;0;0;0;0;2060;0;0;0;1464;834;357;144;240;89;73;36;15;4185;1;59;42;2;11;1;0;0;0;0;2060;0;0;0;1464;834;357;144;240;89;73;36;395;4760;3024;822;201;2;2823;0;720;254;0.00020249063480814013;1;2001-09-19 10:42:59;1000896179;2;14
128;1235;1320;5886;4;18;0;273;1.4515146083527515;2138;2;14;16;0;0;3;0;0;0;0;1358;0;0;0;946;577;223;137;93;29;19;24;15;2138;2;14;16;0;0;3;0;0;0;0;1358;0;0;0;946;577;223;137;93;29;19;24;306;2979;1451;570;284;1;2453;0;388;149;0.00016989466530750936;1;2001-09-19 10:47:59;1000896479;4;15
129;1970;2301;9083;8;13;0;426;1.7407407407407407;2859;5;4;0;0;0;0;0;0;0;0;1783;0;0;0;1566;756;688;432;198;127;48;12;11;2859;5;4;0;0;0;0;0;0;0;0;1783;0;0;0;1566;756;688;432;198;127;48;12;423;4917;1863;849;467;13;3453;0;411;151;0.0014312451833094792;1;2001-09-19 10:52:59;1000896779;4;11
130;1631;1132;6212;4;20;0;348;1.509002187447417;2348;10;1;8;2;1;4;4;0;0;0;1285;0;0;0;985;554;339;214;89;80;11;8;16;2348;10;1;8;2;1;4;4;0;0;0;1285;0;0;0;985;554;339;214;89;80;11;8;382;3141;1471;601;239;4;2614;0;282;114;0.0006426735218508997;1;2001-09-19 10:57:59;1000897079;4;13
131;981;1400;5587;4;15;0;301;1.4761365780041502;1966;5;4;5;0;0;0;0;0;0;0;1539;0;0;0;727;398;271;131;96;115;32;12;12;1966;5;4;5;0;0;0;0;0;0;0;1539;0;0;0;727;398;271;131;96;115;32;12;316;2826;1205;653;230;2;2107;0;294;132;0.00035797386790764276;1;2001-09-19 11:02:59;1000897379;4;11
132;1208;1016;6538;4;16;0;389;1.080647747314414;3260;0;8;5;0;0;0;0;0;0;0;1118;0;0;0;908;534;169;131;31;53;12;8;12;3260;0;8;5;0;0;0;0;0;0;0;1118;0;0;0;908;534;169;131;31;53;12;8;337;2423;2375;713;273;1;2135;0;457;171;0.00015295197308045274;1;2001-09-19 11:07:59;1000897679;4;12
133;827;1262;5972;2;17;0;416;1.1878992193044713;2717;1;2;7;0;0;0;0;0;0;0;1168;0;0;0;788;504;167;160;34;58;25;5;12;2717;1;2;7;0;0;0;0;0;0;0;1168;0;0;0;788;504;167;160;34;58;25;5;257;2578;1934;451;286;6;2197;0;319;86;0.0010046885465505692;1;2001-09-19 11:12:59;1000897979;2;13
134;1655;2831;12297;4;17;0;848;1.371865703357416;5639;4;2;8;0;0;0;0;0;0;0;2256;0;0;0;1257;775;795;737;132;74;62;24;12;5639;4;2;8;0;0;0;0;0;0;0;2256;0;0;0;1257;775;795;737;132;74;62;24;393;5283;4223;1018;421;2;3114;0;362;102;0.00016261484673550696;1;2001-09-19 11:17:59;1000898279;2;10
135;2488;2517;14333;3;17;0;696;1.204136754566778;7312;11;32;11;0;0;0;0;0;0;0;2740;0;0;0;1561;962;608;305;236;175;43;73;12;7312;11;32;11;0;0;0;0;0;0;0;2740;0;0;0;1561;962;608;305;236;175;43;73;404;5999;5950;1020;239;2;3684;18;286;269;0.00013951866062085803;1;2001-09-19 11:22:59;1000898579;3;10
136;1840;1507;9092;9;17;0;641;1.3089824403421881;4186;2;10;13;0;0;0;0;0;0;0;1747;0;0;0;1304;749;340;168;171;97;37;60;12;4186;2;10;13;0;0;0;0;0;0;0;1747;0;0;0;1304;749;340;168;171;97;37;60;367;4179;2978;719;144;0;2763;0;373;130;0.0;0;2001-09-19 11:27:59;1000898879;7;11
137;1404;1267;7860;2;16;0;530;1.2623823168235775;3356;8;16;3;1;0;1;0;0;0;0;1580;0;0;0;1164;499;325;185;83;68;32;8;15;3356;8;16;3;1;0;1;0;0;0;0;1580;0;0;0;1164;499;325;185;83;68;32;8;407;3295;2249;848;507;0;2410;2;358;221;0.0;0;2001-09-19 11:32:59;1000899179;2;11
